Date,Address,Price,PriceType,attr,Href,Pic_url
2021-06-01,"10457 Des Moines Memorial Dr S Unit 402-W,Burien, WA 98168",3370000,cv,"{""House"": ""House"", ""Bedroom"": ""5"", ""Bathroom"": ""2"", ""Floor area"": ""290m"", ""Land area"": ""809m"", ""Title type"": ""Freehold""}",https://www.realestate.co.nz/42435504/residential/sale/63-seacliffe-avenue-belmont,"https://mediaserver.realestate.co.nz/listings/42435504/07176309af9b45fab8cd89f76d584265.crop.10x8.jpg?options=compress,blur"
2023-10-04T18:27:08,"5177 42nd Ave S,Seattle, WA 98118",2600000,current,"{""House"": ""House"", ""Bedroom"": ""5"", ""Bathroom"": ""2"", ""Floor area"": ""290m"", ""Land area"": ""809m"", ""Title type"": ""Freehold""}",https://www.realestate.co.nz/42435504/residential/sale/63-seacliffe-avenue-belmont,"https://mediaserver.realestate.co.nz/listings/42435504/07176309af9b45fab8cd89f76d584265.crop.10x8.jpg?options=compress,blur"
2021-06-01,"5036 36th Ave NE,Seattle, WA 98105",1860000,cv,"{""Section"": ""Lifestyle property"", ""Bedroom"": ""4"", ""Bathroom"": ""3"", ""Land area"": ""11330m"", ""Title type"": ""Freehold"", ""Garage"": ""3""}",https://www.realestate.co.nz/42438882/residential/sale/300-burtt-road-ramarama,"https://mediaserver.realestate.co.nz/listings/42438882/1ed3bd1e16025afbb8d83d619a7aca4f.crop.10x8.jpg?options=compress,blur"
2021-06-01,"5036 36th Ave NE,Seattle, WA 98105",1825000,cv,"{""Section"": ""Lifestyle property"", ""Bedroom"": ""4"", ""Bathroom"": ""3"", ""Land area"": ""11330m"", ""Title type"": ""Freehold"", ""Garage"": ""3""}",https://www.realestate.co.nz/42438882/residential/sale/300-burtt-road-ramarama,"https://mediaserver.realestate.co.nz/listings/42438882/1ed3bd1e16025afbb8d83d619a7aca4f.crop.10x8.jpg?options=compress,blur"
2023-10-10T17:02:21,"5018 Greenwood Ave N,Seattle, WA 98103",1800000,current,"{""Section"": ""Lifestyle property"", ""Bedroom"": ""4"", ""Bathroom"": ""3"", ""Land area"": ""11330m"", ""Title type"": ""Freehold"", ""Garage"": ""3""}",https://www.realestate.co.nz/42438882/residential/sale/300-burtt-road-ramarama,"https://mediaserver.realestate.co.nz/listings/42438882/1ed3bd1e16025afbb8d83d619a7aca4f.crop.10x8.jpg?options=compress,blur"
2021-06-01,"1/12 Mahurangi Street, Warkworth, Rodney",910000,cv,"{""House"": ""House"", ""Bedroom"": ""2"", ""Bathroom"": ""1"", ""Land area"": ""1m"", ""Garage"": ""1""}",https://www.realestate.co.nz/42434191/residential/sale/1-12-mahurangi-street-warkworth,"https://mediaserver.realestate.co.nz/listings/42434191/4836008d36d6c0d069d6116a2abb6b10.crop.10x8.jpg?options=compress,blur"
2023-10-03T13:20:45,"1/12 Mahurangi Street, Warkworth, Rodney",775000,current,"{""House"": ""House"", ""Bedroom"": ""2"", ""Bathroom"": ""1"", ""Land area"": ""1m"", ""Garage"": ""1""}",https://www.realestate.co.nz/42434191/residential/sale/1-12-mahurangi-street-warkworth,"https://mediaserver.realestate.co.nz/listings/42434191/4836008d36d6c0d069d6116a2abb6b10.crop.10x8.jpg?options=compress,blur"
2016-07-29,"35 Valley View Road, Glenfield, North Shore City",900000,history,"{""House"": ""House"", ""Bedroom"": ""4"", ""Bathroom"": ""2"", ""Land area"": ""708m"", ""Garage"": ""1""}",https://www.realestate.co.nz/42439253/residential/sale/14-trevally-place-snells-beach,"https://mediaserver.realestate.co.nz/listings/42439253/6f01bf498ac65bce6fcbcc2abe3d3177.crop.10x8.jpg?options=compress,blur"
2015-11-12,"35 Valley View Road, Glenfield, North Shore City",923000,history,"{""House"": ""House"", ""Bedroom"": ""4"", ""Bathroom"": ""2"", ""Land area"": ""708m"", ""Garage"": ""1""}",https://www.realestate.co.nz/42439253/residential/sale/14-trevally-place-snells-beach,"https://mediaserver.realestate.co.nz/listings/42439253/6f01bf498ac65bce6fcbcc2abe3d3177.crop.10x8.jpg?options=compress,blur"
2001-07-31,"35 Valley View Road, Glenfield, North Shore City",135000,history,"{""House"": ""House"", ""Bedroom"": ""4"", ""Bathroom"": ""2"", ""Land area"": ""708m"", ""Garage"": ""1""}",https://www.realestate.co.nz/42439253/residential/sale/14-trevally-place-snells-beach,"https://mediaserver.realestate.co.nz/listings/42439253/6f01bf498ac65bce6fcbcc2abe3d3177.crop.10x8.jpg?options=compress,blur"
1999-05-31,"35 Valley View Road, Glenfield, North Shore City",235000,history,"{""House"": ""House"", ""Bedroom"": ""4"", ""Bathroom"": ""2"", ""Land area"": ""708m"", ""Garage"": ""1""}",https://www.realestate.co.nz/42439253/residential/sale/14-trevally-place-snells-beach,"https://mediaserver.realestate.co.nz/listings/42439253/6f01bf498ac65bce6fcbcc2abe3d3177.crop.10x8.jpg?options=compress,blur"
1997-09-30,"35 Valley View Road, Glenfield, North Shore City",250000,history,"{""House"": ""House"", ""Bedroom"": ""4"", ""Bathroom"": ""2"", ""Land area"": ""708m"", ""Garage"": ""1""}",https://www.realestate.co.nz/42439253/residential/sale/14-trevally-place-snells-beach,"https://mediaserver.realestate.co.nz/listings/42439253/6f01bf498ac65bce6fcbcc2abe3d3177.crop.10x8.jpg?options=compress,blur"
1993-07-02,"35 Valley View Road, Glenfield, North Shore City",93000,history,"{""House"": ""House"", ""Bedroom"": ""4"", ""Bathroom"": ""2"", ""Land area"": ""708m"", ""Garage"": ""1""}",https://www.realestate.co.nz/42439253/residential/sale/14-trevally-place-snells-beach,"https://mediaserver.realestate.co.nz/listings/42439253/6f01bf498ac65bce6fcbcc2abe3d3177.crop.10x8.jpg?options=compress,blur"
2021-06-01,"35 Valley View Road, Glenfield, North Shore City",1130000,cv,"{""House"": ""House"", ""Bedroom"": ""4"", ""Bathroom"": ""2"", ""Land area"": ""708m"", ""Garage"": ""1""}",https://www.realestate.co.nz/42439253/residential/sale/14-trevally-place-snells-beach,"https://mediaserver.realestate.co.nz/listings/42439253/6f01bf498ac65bce6fcbcc2abe3d3177.crop.10x8.jpg?options=compress,blur"
2023-10-10T17:59:44,"35 Valley View Road, Glenfield, North Shore City",1000000,current,"{""House"": ""House"", ""Bedroom"": ""4"", ""Bathroom"": ""2"", ""Land area"": ""708m"", ""Garage"": ""1""}",https://www.realestate.co.nz/42439253/residential/sale/14-trevally-place-snells-beach,"https://mediaserver.realestate.co.nz/listings/42439253/6f01bf498ac65bce6fcbcc2abe3d3177.crop.10x8.jpg?options=compress,blur"
2021-06-01,"14 Trevally Place, Snells Beach, Rodney",1275000,cv,"{""House"": ""House"", ""Bedroom"": ""3"", ""Bathroom"": ""2"", ""Land area"": ""454m"", ""Title type"": ""Freehold"", ""Garage"": ""2""}",https://www.realestate.co.nz/42438926/residential/sale/35-valley-view-road-glenfield,"https://mediaserver.realestate.co.nz/listings/42438926/7b11a2a61254742bfe651e12be8536b2.crop.10x8.jpg?options=compress,blur"
2023-10-11T11:47:17,"14 Trevally Place, Snells Beach, Rodney",1500000,current,"{""House"": ""House"", ""Bedroom"": ""3"", ""Bathroom"": ""2"", ""Land area"": ""454m"", ""Title type"": ""Freehold"", ""Garage"": ""2""}",https://www.realestate.co.nz/42438926/residential/sale/35-valley-view-road-glenfield,"https://mediaserver.realestate.co.nz/listings/42438926/7b11a2a61254742bfe651e12be8536b2.crop.10x8.jpg?options=compress,blur"
2016-07-31,"4 Bongard Road, Mission Bay, Auckland City",2800000,history,"{""House"": ""House"", ""Bedroom"": ""5"", ""Bathroom"": ""4"", ""Land area"": ""954m"", ""Title type"": ""Freehold"", ""Garage"": ""2""}",https://www.realestate.co.nz/42431656/residential/sale/34b-edendale-road-somerville,"https://mediaserver.realestate.co.nz/listings/42431656/76abd7eebcf09b770b875dd2893ccc4a.crop.10x8.jpg?options=compress,blur"
1992-09-05,"4 Bongard Road, Mission Bay, Auckland City",385000,history,"{""House"": ""House"", ""Bedroom"": ""5"", ""Bathroom"": ""4"", ""Land area"": ""954m"", ""Title type"": ""Freehold"", ""Garage"": ""2""}",https://www.realestate.co.nz/42431656/residential/sale/34b-edendale-road-somerville,"https://mediaserver.realestate.co.nz/listings/42431656/76abd7eebcf09b770b875dd2893ccc4a.crop.10x8.jpg?options=compress,blur"
2021-06-01,"4 Bongard Road, Mission Bay, Auckland City",4050000,cv,"{""House"": ""House"", ""Bedroom"": ""5"", ""Bathroom"": ""4"", ""Land area"": ""954m"", ""Title type"": ""Freehold"", ""Garage"": ""2""}",https://www.realestate.co.nz/42431656/residential/sale/34b-edendale-road-somerville,"https://mediaserver.realestate.co.nz/listings/42431656/76abd7eebcf09b770b875dd2893ccc4a.crop.10x8.jpg?options=compress,blur"
2023-10-11T15:05:50,"4 Bongard Road, Mission Bay, Auckland City",3500000,current,"{""House"": ""House"", ""Bedroom"": ""5"", ""Bathroom"": ""4"", ""Land area"": ""954m"", ""Title type"": ""Freehold"", ""Garage"": ""2""}",https://www.realestate.co.nz/42431656/residential/sale/34b-edendale-road-somerville,"https://mediaserver.realestate.co.nz/listings/42431656/76abd7eebcf09b770b875dd2893ccc4a.crop.10x8.jpg?options=compress,blur"
1995-03-24,"13 Claremont Street, Grafton, Auckland City",236000,history,"{""House"": ""House"", ""Bedroom"": ""3"", ""Bathroom"": ""1"", ""Land area"": ""506m"", ""Title type"": ""Freehold""}",https://www.realestate.co.nz/42439659/residential/sale/13-claremont-street-grafton,"https://mediaserver.realestate.co.nz/listings/42439659/0f7a32c53156a77e7ce40a72cf92cfdf.crop.10x8.jpg?options=compress,blur"
2021-06-01,"13 Claremont Street, Grafton, Auckland City",2350000,cv,"{""House"": ""House"", ""Bedroom"": ""3"", ""Bathroom"": ""1"", ""Land area"": ""506m"", ""Title type"": ""Freehold""}",https://www.realestate.co.nz/42439659/residential/sale/13-claremont-street-grafton,"https://mediaserver.realestate.co.nz/listings/42439659/0f7a32c53156a77e7ce40a72cf92cfdf.crop.10x8.jpg?options=compress,blur"
2023-10-11T16:18:17,"13 Claremont Street, Grafton, Auckland City",1400000,current,"{""House"": ""House"", ""Bedroom"": ""3"", ""Bathroom"": ""1"", ""Land area"": ""506m"", ""Title type"": ""Freehold""}",https://www.realestate.co.nz/42439659/residential/sale/13-claremont-street-grafton,"https://mediaserver.realestate.co.nz/listings/42439659/0f7a32c53156a77e7ce40a72cf92cfdf.crop.10x8.jpg?options=compress,blur"
2016-07-31,"4 Bongard Road, Mission Bay, Auckland City",2800000,history,"{""House"": ""House"", ""Bedroom"": ""5"", ""Bathroom"": ""4"", ""Land area"": ""954m"", ""Title type"": ""Freehold"", ""Garage"": ""2""}",https://www.realestate.co.nz/42439543/residential/sale/4-bongard-road-mission-bay,"https://mediaserver.realestate.co.nz/listings/42439543/9dcf7ca957c4d1175db85c76b9e11eab.crop.10x8.jpg?options=compress,blur"
1992-09-05,"4 Bongard Road, Mission Bay, Auckland City",385000,history,"{""House"": ""House"", ""Bedroom"": ""5"", ""Bathroom"": ""4"", ""Land area"": ""954m"", ""Title type"": ""Freehold"", ""Garage"": ""2""}",https://www.realestate.co.nz/42439543/residential/sale/4-bongard-road-mission-bay,"https://mediaserver.realestate.co.nz/listings/42439543/9dcf7ca957c4d1175db85c76b9e11eab.crop.10x8.jpg?options=compress,blur"
2021-06-01,"4 Bongard Road, Mission Bay, Auckland City",4050000,cv,"{""House"": ""House"", ""Bedroom"": ""5"", ""Bathroom"": ""4"", ""Land area"": ""954m"", ""Title type"": ""Freehold"", ""Garage"": ""2""}",https://www.realestate.co.nz/42439543/residential/sale/4-bongard-road-mission-bay,"https://mediaserver.realestate.co.nz/listings/42439543/9dcf7ca957c4d1175db85c76b9e11eab.crop.10x8.jpg?options=compress,blur"
2023-10-11T15:05:50,"4 Bongard Road, Mission Bay, Auckland City",3500000,current,"{""House"": ""House"", ""Bedroom"": ""5"", ""Bathroom"": ""4"", ""Land area"": ""954m"", ""Title type"": ""Freehold"", ""Garage"": ""2""}",https://www.realestate.co.nz/42439543/residential/sale/4-bongard-road-mission-bay,"https://mediaserver.realestate.co.nz/listings/42439543/9dcf7ca957c4d1175db85c76b9e11eab.crop.10x8.jpg?options=compress,blur"
2002-04-30,"58 Bay Vista Drive, Red Beach, Rodney",300000,history,"{""House"": ""House"", ""Bedroom"": ""3"", ""Bathroom"": ""2"", ""Title type"": ""Freehold"", ""Garage"": ""2""}",https://www.realestate.co.nz/42434896/residential/sale/58-bay-vista-drive-red-beach,"https://mediaserver.realestate.co.nz/listings/42434896/a345c416c78b01bc1597273f0e79628d.crop.10x8.jpg?options=compress,blur"
2021-06-01,"58 Bay Vista Drive, Red Beach, Rodney",1175000,cv,"{""House"": ""House"", ""Bedroom"": ""3"", ""Bathroom"": ""2"", ""Title type"": ""Freehold"", ""Garage"": ""2""}",https://www.realestate.co.nz/42434896/residential/sale/58-bay-vista-drive-red-beach,"https://mediaserver.realestate.co.nz/listings/42434896/a345c416c78b01bc1597273f0e79628d.crop.10x8.jpg?options=compress,blur"
2023-10-04T11:44:49,"58 Bay Vista Drive, Red Beach, Rodney",1200000,current,"{""House"": ""House"", ""Bedroom"": ""3"", ""Bathroom"": ""2"", ""Title type"": ""Freehold"", ""Garage"": ""2""}",https://www.realestate.co.nz/42434896/residential/sale/58-bay-vista-drive-red-beach,"https://mediaserver.realestate.co.nz/listings/42434896/a345c416c78b01bc1597273f0e79628d.crop.10x8.jpg?options=compress,blur"
2006-03-27,"2/11 Taranaki Road, Kohimarama, Auckland City",1750000,history,"{""Apartment"": ""Apartment"", ""Bedroom"": ""3"", ""Bathroom"": ""2"", ""Floor area"": ""263m"", ""Title type"": ""Unit Title"", ""Garage"": ""3""}",https://www.realestate.co.nz/42438995/residential/sale/2-11-taranaki-road-kohimarama,"https://mediaserver.realestate.co.nz/listings/42438995/c159e9c8a35b1af51f6fdf826de4c7c6.crop.10x8.jpg?options=compress,blur"
2006-02-22,"2/11 Taranaki Road, Kohimarama, Auckland City",1560000,history,"{""Apartment"": ""Apartment"", ""Bedroom"": ""3"", ""Bathroom"": ""2"", ""Floor area"": ""263m"", ""Title type"": ""Unit Title"", ""Garage"": ""3""}",https://www.realestate.co.nz/42438995/residential/sale/2-11-taranaki-road-kohimarama,"https://mediaserver.realestate.co.nz/listings/42438995/c159e9c8a35b1af51f6fdf826de4c7c6.crop.10x8.jpg?options=compress,blur"
2021-06-01,"2/11 Taranaki Road, Kohimarama, Auckland City",3225000,cv,"{""Apartment"": ""Apartment"", ""Bedroom"": ""3"", ""Bathroom"": ""2"", ""Floor area"": ""263m"", ""Title type"": ""Unit Title"", ""Garage"": ""3""}",https://www.realestate.co.nz/42438995/residential/sale/2-11-taranaki-road-kohimarama,"https://mediaserver.realestate.co.nz/listings/42438995/c159e9c8a35b1af51f6fdf826de4c7c6.crop.10x8.jpg?options=compress,blur"
2023-10-11T00:07:55,"2/11 Taranaki Road, Kohimarama, Auckland City",3500000,current,"{""Apartment"": ""Apartment"", ""Bedroom"": ""3"", ""Bathroom"": ""2"", ""Floor area"": ""263m"", ""Title type"": ""Unit Title"", ""Garage"": ""3""}",https://www.realestate.co.nz/42438995/residential/sale/2-11-taranaki-road-kohimarama,"https://mediaserver.realestate.co.nz/listings/42438995/c159e9c8a35b1af51f6fdf826de4c7c6.crop.10x8.jpg?options=compress,blur"
2021-06-01,"32 Tiverton Road, Avondale, Auckland City",1250000,cv,"{""House"": ""House"", ""Bedroom"": ""3"", ""Bathroom"": ""2"", ""Land area"": ""502m"", ""Title type"": ""Freehold""}",https://www.realestate.co.nz/42439791/residential/sale/32-tiverton-road-avondale,"https://mediaserver.realestate.co.nz/listings/42439791/f10ac64899c4e717cef719418def306d.crop.10x8.jpg?options=compress,blur"
2023-10-11T17:57:15,"32 Tiverton Road, Avondale, Auckland City",1000000,current,"{""House"": ""House"", ""Bedroom"": ""3"", ""Bathroom"": ""2"", ""Land area"": ""502m"", ""Title type"": ""Freehold""}",https://www.realestate.co.nz/42439791/residential/sale/32-tiverton-road-avondale,"https://mediaserver.realestate.co.nz/listings/42439791/f10ac64899c4e717cef719418def306d.crop.10x8.jpg?options=compress,blur"
2003-03-31,"39 Williamson Avenue, Belmont, North Shore City",562500,history,"{""House"": ""House"", ""Bedroom"": ""4"", ""Bathroom"": ""2"", ""Floor area"": ""260m"", ""Land area"": ""621m"", ""Title type"": ""Freehold"", ""Garage"": ""1""}",https://www.realestate.co.nz/42438898/residential/sale/39-williamson-avenue-belmont,"https://mediaserver.realestate.co.nz/listings/42438898/ce76b60383d9d1b2439c8fbbaa1c4bc4.crop.10x8.jpg?options=compress,blur"
2021-06-01,"39 Williamson Avenue, Belmont, North Shore City",3280000,cv,"{""House"": ""House"", ""Bedroom"": ""4"", ""Bathroom"": ""2"", ""Floor area"": ""260m"", ""Land area"": ""621m"", ""Title type"": ""Freehold"", ""Garage"": ""1""}",https://www.realestate.co.nz/42438898/residential/sale/39-williamson-avenue-belmont,"https://mediaserver.realestate.co.nz/listings/42438898/ce76b60383d9d1b2439c8fbbaa1c4bc4.crop.10x8.jpg?options=compress,blur"
2023-10-10T17:17:07,"39 Williamson Avenue, Belmont, North Shore City",2600000,current,"{""House"": ""House"", ""Bedroom"": ""4"", ""Bathroom"": ""2"", ""Floor area"": ""260m"", ""Land area"": ""621m"", ""Title type"": ""Freehold"", ""Garage"": ""1""}",https://www.realestate.co.nz/42438898/residential/sale/39-williamson-avenue-belmont,"https://mediaserver.realestate.co.nz/listings/42438898/ce76b60383d9d1b2439c8fbbaa1c4bc4.crop.10x8.jpg?options=compress,blur"
2012-03-29,"160 Ennis Avenue, Pakuranga, Manukau City",468000,history,"{""House"": ""House"", ""Bedroom"": ""4"", ""Bathroom"": ""2"", ""Floor area"": ""130m"", ""Land area"": ""558m"", ""Covered park"": ""1""}",https://www.realestate.co.nz/42431555/residential/sale/160-ennis-avenue-pakuranga,"https://mediaserver.realestate.co.nz/listings/42431555/b86dffeaa0e541950367b00777a7d28f.crop.10x8.jpg?options=compress,blur"
2005-01-31,"160 Ennis Avenue, Pakuranga, Manukau City",310000,history,"{""House"": ""House"", ""Bedroom"": ""4"", ""Bathroom"": ""2"", ""Floor area"": ""130m"", ""Land area"": ""558m"", ""Covered park"": ""1""}",https://www.realestate.co.nz/42431555/residential/sale/160-ennis-avenue-pakuranga,"https://mediaserver.realestate.co.nz/listings/42431555/b86dffeaa0e541950367b00777a7d28f.crop.10x8.jpg?options=compress,blur"
2003-09-30,"160 Ennis Avenue, Pakuranga, Manukau City",272500,history,"{""House"": ""House"", ""Bedroom"": ""4"", ""Bathroom"": ""2"", ""Floor area"": ""130m"", ""Land area"": ""558m"", ""Covered park"": ""1""}",https://www.realestate.co.nz/42431555/residential/sale/160-ennis-avenue-pakuranga,"https://mediaserver.realestate.co.nz/listings/42431555/b86dffeaa0e541950367b00777a7d28f.crop.10x8.jpg?options=compress,blur"
2021-06-01,"160 Ennis Avenue, Pakuranga, Manukau City",1350000,cv,"{""House"": ""House"", ""Bedroom"": ""4"", ""Bathroom"": ""2"", ""Floor area"": ""130m"", ""Land area"": ""558m"", ""Covered park"": ""1""}",https://www.realestate.co.nz/42431555/residential/sale/160-ennis-avenue-pakuranga,"https://mediaserver.realestate.co.nz/listings/42431555/b86dffeaa0e541950367b00777a7d28f.crop.10x8.jpg?options=compress,blur"
2023-09-27T16:44:41,"160 Ennis Avenue, Pakuranga, Manukau City",1200000,current,"{""House"": ""House"", ""Bedroom"": ""4"", ""Bathroom"": ""2"", ""Floor area"": ""130m"", ""Land area"": ""558m"", ""Covered park"": ""1""}",https://www.realestate.co.nz/42431555/residential/sale/160-ennis-avenue-pakuranga,"https://mediaserver.realestate.co.nz/listings/42431555/b86dffeaa0e541950367b00777a7d28f.crop.10x8.jpg?options=compress,blur"
2018-09-28,"8 Pheasant Close, Stanmore Bay, Rodney",965000,history,"{""House"": ""House"", ""Bedroom"": ""4"", ""Bathroom"": ""2"", ""Land area"": ""607m"", ""Title type"": ""Freehold"", ""Garage"": ""2""}",https://www.realestate.co.nz/42439489/residential/sale/8-pheasant-close-stanmore-bay,"https://mediaserver.realestate.co.nz/listings/42439489/819d3189a2299df0f85a1485352b3133.crop.10x8.jpg?options=compress,blur"
2021-06-01,"8 Pheasant Close, Stanmore Bay, Rodney",1225000,cv,"{""House"": ""House"", ""Bedroom"": ""4"", ""Bathroom"": ""2"", ""Land area"": ""607m"", ""Title type"": ""Freehold"", ""Garage"": ""2""}",https://www.realestate.co.nz/42439489/residential/sale/8-pheasant-close-stanmore-bay,"https://mediaserver.realestate.co.nz/listings/42439489/819d3189a2299df0f85a1485352b3133.crop.10x8.jpg?options=compress,blur"
2023-10-11T14:38:11,"8 Pheasant Close, Stanmore Bay, Rodney",1275000,current,"{""House"": ""House"", ""Bedroom"": ""4"", ""Bathroom"": ""2"", ""Land area"": ""607m"", ""Title type"": ""Freehold"", ""Garage"": ""2""}",https://www.realestate.co.nz/42439489/residential/sale/8-pheasant-close-stanmore-bay,"https://mediaserver.realestate.co.nz/listings/42439489/819d3189a2299df0f85a1485352b3133.crop.10x8.jpg?options=compress,blur"
2008-09-09,"4 Fitzpatrick Place, Chatswood, North Shore City",649000,history,"{""House"": ""House"", ""Bedroom"": ""5"", ""Bathroom"": ""3"", ""Floor area"": ""260m"", ""Land area"": ""663m""}",https://www.realestate.co.nz/42439244/residential/sale/4-fitzpatrick-place-chatswood,"https://mediaserver.realestate.co.nz/listings/42439244/ee17dc2c215fde29996d2d25c31d1d22.crop.10x8.jpg?options=compress,blur"
2021-06-01,"4 Fitzpatrick Place, Chatswood, North Shore City",1500000,cv,"{""House"": ""House"", ""Bedroom"": ""5"", ""Bathroom"": ""3"", ""Floor area"": ""260m"", ""Land area"": ""663m""}",https://www.realestate.co.nz/42439244/residential/sale/4-fitzpatrick-place-chatswood,"https://mediaserver.realestate.co.nz/listings/42439244/ee17dc2c215fde29996d2d25c31d1d22.crop.10x8.jpg?options=compress,blur"
2023-10-11T11:41:09,"4 Fitzpatrick Place, Chatswood, North Shore City",1500000,current,"{""House"": ""House"", ""Bedroom"": ""5"", ""Bathroom"": ""3"", ""Floor area"": ""260m"", ""Land area"": ""663m""}",https://www.realestate.co.nz/42439244/residential/sale/4-fitzpatrick-place-chatswood,"https://mediaserver.realestate.co.nz/listings/42439244/ee17dc2c215fde29996d2d25c31d1d22.crop.10x8.jpg?options=compress,blur"
2021-06-01,"782 Ararimu Road, Ararimu, Franklin",1525000,cv,"{""Section"": ""Lifestyle section"", ""Bathroom"": ""1"", ""Land area"": ""11.96ha"", ""Title type"": ""Freehold"", ""Garage"": ""4""}",https://www.realestate.co.nz/42435834/rural/sale/782-ararimu-road-ararimu,"https://mediaserver.realestate.co.nz/listings/42435834/8f2b20f0ace41f9c86ffe433a50e8139.crop.10x8.jpg?options=compress,blur"
2023-10-05T11:58:22,"782 Ararimu Road, Ararimu, Franklin",1800000,current,"{""Section"": ""Lifestyle section"", ""Bathroom"": ""1"", ""Land area"": ""11.96ha"", ""Title type"": ""Freehold"", ""Garage"": ""4""}",https://www.realestate.co.nz/42435834/rural/sale/782-ararimu-road-ararimu,"https://mediaserver.realestate.co.nz/listings/42435834/8f2b20f0ace41f9c86ffe433a50e8139.crop.10x8.jpg?options=compress,blur"
,"P1/30 York Street, Parnell, Auckland City",,,"{""House"": ""House"", ""Bedroom"": ""3"", ""Bathroom"": ""3"", ""Floor area"": ""240m"", ""Garage"": ""2""}",https://www.realestate.co.nz/42439576/residential/sale/p1-30-york-street-parnell,"https://mediaserver.realestate.co.nz/listings/42439576/332b0d9c4db515109645d47135f8e5b4.crop.10x8.jpg?options=compress,blur"
2014-03-10,"147 Stonefields Avenue, Stonefields, Auckland City",980000,history,"{""Townhouse"": ""Townhouse"", ""Bedroom"": ""4"", ""Bathroom"": ""2"", ""Land area"": ""200m"", ""Title type"": ""Freehold"", ""Garage"": ""2""}",https://www.realestate.co.nz/42439869/residential/sale/147-stonefields-avenue-stonefields,"https://mediaserver.realestate.co.nz/listings/42439869/ca44f46b1957120b897fee3454e051bf.crop.10x8.jpg?options=compress,blur"
2012-04-23,"147 Stonefields Avenue, Stonefields, Auckland City",730000,history,"{""Townhouse"": ""Townhouse"", ""Bedroom"": ""4"", ""Bathroom"": ""2"", ""Land area"": ""200m"", ""Title type"": ""Freehold"", ""Garage"": ""2""}",https://www.realestate.co.nz/42439869/residential/sale/147-stonefields-avenue-stonefields,"https://mediaserver.realestate.co.nz/listings/42439869/ca44f46b1957120b897fee3454e051bf.crop.10x8.jpg?options=compress,blur"
2021-06-01,"147 Stonefields Avenue, Stonefields, Auckland City",1950000,cv,"{""Townhouse"": ""Townhouse"", ""Bedroom"": ""4"", ""Bathroom"": ""2"", ""Land area"": ""200m"", ""Title type"": ""Freehold"", ""Garage"": ""2""}",https://www.realestate.co.nz/42439869/residential/sale/147-stonefields-avenue-stonefields,"https://mediaserver.realestate.co.nz/listings/42439869/ca44f46b1957120b897fee3454e051bf.crop.10x8.jpg?options=compress,blur"
2023-10-12T00:07:36,"147 Stonefields Avenue, Stonefields, Auckland City",1800000,current,"{""Townhouse"": ""Townhouse"", ""Bedroom"": ""4"", ""Bathroom"": ""2"", ""Land area"": ""200m"", ""Title type"": ""Freehold"", ""Garage"": ""2""}",https://www.realestate.co.nz/42439869/residential/sale/147-stonefields-avenue-stonefields,"https://mediaserver.realestate.co.nz/listings/42439869/ca44f46b1957120b897fee3454e051bf.crop.10x8.jpg?options=compress,blur"
2021-06-01,"11 Commissariat Road, Mount Wellington, Auckland City",1380000,cv,"{""House"": ""House"", ""Bedroom"": ""4"", ""Bathroom"": ""2"", ""Land area"": ""558m"", ""Title type"": ""Freehold"", ""Covered park"": ""1""}",https://www.realestate.co.nz/42431647/residential/sale/11-commissariat-road-mount-wellington,"https://mediaserver.realestate.co.nz/listings/42431647/ffd4622b5a02789256fb9836bae939ed.crop.10x8.jpg?options=compress,blur"
2021-06-01,"11 Commissariat Road, Mount Wellington, Auckland City",1175000,cv,"{""House"": ""House"", ""Bedroom"": ""4"", ""Bathroom"": ""2"", ""Land area"": ""558m"", ""Title type"": ""Freehold"", ""Covered park"": ""1""}",https://www.realestate.co.nz/42431647/residential/sale/11-commissariat-road-mount-wellington,"https://mediaserver.realestate.co.nz/listings/42431647/ffd4622b5a02789256fb9836bae939ed.crop.10x8.jpg?options=compress,blur"
2023-09-28T01:05:51,"11 Commissariat Road, Mount Wellington, Auckland City",1600000,current,"{""House"": ""House"", ""Bedroom"": ""4"", ""Bathroom"": ""2"", ""Land area"": ""558m"", ""Title type"": ""Freehold"", ""Covered park"": ""1""}",https://www.realestate.co.nz/42431647/residential/sale/11-commissariat-road-mount-wellington,"https://mediaserver.realestate.co.nz/listings/42431647/ffd4622b5a02789256fb9836bae939ed.crop.10x8.jpg?options=compress,blur"
2021-06-01,"59B Raurenga Avenue, Royal Oak, Auckland City",2575000,cv,"{""House"": ""House"", ""Bedroom"": ""5"", ""Bathroom"": ""3"", ""Land area"": ""441m"", ""Title type"": ""Freehold"", ""Garage"": ""2""}",https://www.realestate.co.nz/42434782/residential/sale/59b-raurenga-avenue-royal-oak,"https://mediaserver.realestate.co.nz/listings/42434782/060e9356b4cf149f014609082808b0b2.crop.10x8.jpg?options=compress,blur"
2023-10-04T10:17:47,"59B Raurenga Avenue, Royal Oak, Auckland City",2000000,current,"{""House"": ""House"", ""Bedroom"": ""5"", ""Bathroom"": ""3"", ""Land area"": ""441m"", ""Title type"": ""Freehold"", ""Garage"": ""2""}",https://www.realestate.co.nz/42434782/residential/sale/59b-raurenga-avenue-royal-oak,"https://mediaserver.realestate.co.nz/listings/42434782/060e9356b4cf149f014609082808b0b2.crop.10x8.jpg?options=compress,blur"
