Date,Address,Price,PriceType,attr,Href,Pic_url,House,Floor area,Bedroom,Title type,Garage,Land area,Bathroom,Apartment,Section,Covered park,Townhouse
2023-10-04T14:13:37,"6 Silverwood Drive, Flat Bush, Manukau City",1300000.0,current,"{'House': 'House', 'Bedroom': '5', 'Bathroom': '3', 'Land area': '405m', 'Garage': '2'}",https://www.realestate.co.nz/42435139/residential/sale/6-silverwood-drive-flat-bush,"https://mediaserver.realestate.co.nz/listings/42435139/a0fb4ec5bccee82b8445459bb39427ef.crop.10x8.jpg?options=compress,blur",House,,5,,2,405m,3,,,,
2016-06-29,"1/668 Whangaparaoa Road, Stanmore Bay, Rodney",582000.0,history,"{'House': 'House', 'Bedroom': '3', 'Bathroom': '2', 'Title type': 'Cross Lease', 'Garage': '2'}",https://www.realestate.co.nz/42433089/residential/sale/1-668-whangaparaoa-road-stanmore-bay,"https://mediaserver.realestate.co.nz/listings/42433089/b37f12335c4357d98ad6388e6d137458.crop.10x8.jpg?options=compress,blur",House,,3,Cross Lease,2,,2,,,,
2014-11-10,"1/668 Whangaparaoa Road, Stanmore Bay, Rodney",400000.0,history,"{'House': 'House', 'Bedroom': '3', 'Bathroom': '2', 'Title type': 'Cross Lease', 'Garage': '2'}",https://www.realestate.co.nz/42433089/residential/sale/1-668-whangaparaoa-road-stanmore-bay,"https://mediaserver.realestate.co.nz/listings/42433089/b37f12335c4357d98ad6388e6d137458.crop.10x8.jpg?options=compress,blur",House,,3,Cross Lease,2,,2,,,,
2021-06-01,"1/668 Whangaparaoa Road, Stanmore Bay, Rodney",750000.0,cv,"{'House': 'House', 'Bedroom': '3', 'Bathroom': '2', 'Title type': 'Cross Lease', 'Garage': '2'}",https://www.realestate.co.nz/42433089/residential/sale/1-668-whangaparaoa-road-stanmore-bay,"https://mediaserver.realestate.co.nz/listings/42433089/b37f12335c4357d98ad6388e6d137458.crop.10x8.jpg?options=compress,blur",House,,3,Cross Lease,2,,2,,,,
2023-10-01T01:05:52,"1/668 Whangaparaoa Road, Stanmore Bay, Rodney",700000.0,current,"{'House': 'House', 'Bedroom': '3', 'Bathroom': '2', 'Title type': 'Cross Lease', 'Garage': '2'}",https://www.realestate.co.nz/42433089/residential/sale/1-668-whangaparaoa-road-stanmore-bay,"https://mediaserver.realestate.co.nz/listings/42433089/b37f12335c4357d98ad6388e6d137458.crop.10x8.jpg?options=compress,blur",House,,3,Cross Lease,2,,2,,,,
2020-02-14,"1 Grove Road, Devonport, North Shore City",3275000.0,history,"{'House': 'House', 'Bedroom': '5', 'Bathroom': '4', 'Land area': '1012m', 'Title type': 'Freehold', 'Garage': '2'}",https://www.realestate.co.nz/42435126/residential/sale/1-grove-road-devonport,"https://mediaserver.realestate.co.nz/listings/42435126/3fd1119b0a7d467eb42e62ed781910e2.crop.10x8.jpg?options=compress,blur",House,,5,Freehold,2,1012m,4,,,,
2011-09-19,"1 Grove Road, Devonport, North Shore City",1995000.0,history,"{'House': 'House', 'Bedroom': '5', 'Bathroom': '4', 'Land area': '1012m', 'Title type': 'Freehold', 'Garage': '2'}",https://www.realestate.co.nz/42435126/residential/sale/1-grove-road-devonport,"https://mediaserver.realestate.co.nz/listings/42435126/3fd1119b0a7d467eb42e62ed781910e2.crop.10x8.jpg?options=compress,blur",House,,5,Freehold,2,1012m,4,,,,
2000-05-31,"1 Grove Road, Devonport, North Shore City",820000.0,history,"{'House': 'House', 'Bedroom': '5', 'Bathroom': '4', 'Land area': '1012m', 'Title type': 'Freehold', 'Garage': '2'}",https://www.realestate.co.nz/42435126/residential/sale/1-grove-road-devonport,"https://mediaserver.realestate.co.nz/listings/42435126/3fd1119b0a7d467eb42e62ed781910e2.crop.10x8.jpg?options=compress,blur",House,,5,Freehold,2,1012m,4,,,,
1993-11-22,"1 Grove Road, Devonport, North Shore City",602000.0,history,"{'House': 'House', 'Bedroom': '5', 'Bathroom': '4', 'Land area': '1012m', 'Title type': 'Freehold', 'Garage': '2'}",https://www.realestate.co.nz/42435126/residential/sale/1-grove-road-devonport,"https://mediaserver.realestate.co.nz/listings/42435126/3fd1119b0a7d467eb42e62ed781910e2.crop.10x8.jpg?options=compress,blur",House,,5,Freehold,2,1012m,4,,,,
2021-06-01,"1 Grove Road, Devonport, North Shore City",3850000.0,cv,"{'House': 'House', 'Bedroom': '5', 'Bathroom': '4', 'Land area': '1012m', 'Title type': 'Freehold', 'Garage': '2'}",https://www.realestate.co.nz/42435126/residential/sale/1-grove-road-devonport,"https://mediaserver.realestate.co.nz/listings/42435126/3fd1119b0a7d467eb42e62ed781910e2.crop.10x8.jpg?options=compress,blur",House,,5,Freehold,2,1012m,4,,,,
2023-10-04T14:07:11,"1 Grove Road, Devonport, North Shore City",3500000.0,current,"{'House': 'House', 'Bedroom': '5', 'Bathroom': '4', 'Land area': '1012m', 'Title type': 'Freehold', 'Garage': '2'}",https://www.realestate.co.nz/42435126/residential/sale/1-grove-road-devonport,"https://mediaserver.realestate.co.nz/listings/42435126/3fd1119b0a7d467eb42e62ed781910e2.crop.10x8.jpg?options=compress,blur",House,,5,Freehold,2,1012m,4,,,,
2020-10-01,"670 Findlay Road, Miranda, Franklin",1890000.0,cv,"{'Section': 'Lifestyle section', 'Bedroom': '6', 'Bathroom': '2', 'Land area': '4.42ha', 'Title type': 'Freehold', 'Garage': '5'}",https://www.realestate.co.nz/42435781/rural/sale/670-findlay-road-miranda,"https://mediaserver.realestate.co.nz/listings/42435781/066ebf6331667336e4c838f1e3759deb.crop.10x8.jpg?options=compress,blur",,,6,Freehold,5,4.42ha,2,,Lifestyle section,,
2023-10-05T11:28:05,"670 Findlay Road, Miranda, Franklin",2550000.0,current,"{'Section': 'Lifestyle section', 'Bedroom': '6', 'Bathroom': '2', 'Land area': '4.42ha', 'Title type': 'Freehold', 'Garage': '5'}",https://www.realestate.co.nz/42435781/rural/sale/670-findlay-road-miranda,"https://mediaserver.realestate.co.nz/listings/42435781/066ebf6331667336e4c838f1e3759deb.crop.10x8.jpg?options=compress,blur",,,6,Freehold,5,4.42ha,2,,Lifestyle section,,
2019-06-20,"11 View Road, Papakura, Papakura",618000.0,history,"{'House': 'House', 'Bedroom': '3', 'Bathroom': '1', 'Land area': '400m', 'Garage': '1'}",https://www.realestate.co.nz/42434853/residential/sale/11-view-road-papakura,"https://mediaserver.realestate.co.nz/listings/42434853/012eab8c7b5cbfc1416fb4e8864e0716.crop.10x8.jpg?options=compress,blur",House,,3,,1,400m,1,,,,
2016-04-15,"11 View Road, Papakura, Papakura",505000.0,history,"{'House': 'House', 'Bedroom': '3', 'Bathroom': '1', 'Land area': '400m', 'Garage': '1'}",https://www.realestate.co.nz/42434853/residential/sale/11-view-road-papakura,"https://mediaserver.realestate.co.nz/listings/42434853/012eab8c7b5cbfc1416fb4e8864e0716.crop.10x8.jpg?options=compress,blur",House,,3,,1,400m,1,,,,
1996-07-31,"11 View Road, Papakura, Papakura",167000.0,history,"{'House': 'House', 'Bedroom': '3', 'Bathroom': '1', 'Land area': '400m', 'Garage': '1'}",https://www.realestate.co.nz/42434853/residential/sale/11-view-road-papakura,"https://mediaserver.realestate.co.nz/listings/42434853/012eab8c7b5cbfc1416fb4e8864e0716.crop.10x8.jpg?options=compress,blur",House,,3,,1,400m,1,,,,
1993-12-07,"11 View Road, Papakura, Papakura",116000.0,history,"{'House': 'House', 'Bedroom': '3', 'Bathroom': '1', 'Land area': '400m', 'Garage': '1'}",https://www.realestate.co.nz/42434853/residential/sale/11-view-road-papakura,"https://mediaserver.realestate.co.nz/listings/42434853/012eab8c7b5cbfc1416fb4e8864e0716.crop.10x8.jpg?options=compress,blur",House,,3,,1,400m,1,,,,
2021-06-01,"11 View Road, Papakura, Papakura",810000.0,cv,"{'House': 'House', 'Bedroom': '3', 'Bathroom': '1', 'Land area': '400m', 'Garage': '1'}",https://www.realestate.co.nz/42434853/residential/sale/11-view-road-papakura,"https://mediaserver.realestate.co.nz/listings/42434853/012eab8c7b5cbfc1416fb4e8864e0716.crop.10x8.jpg?options=compress,blur",House,,3,,1,400m,1,,,,
2023-10-04T11:11:07,"11 View Road, Papakura, Papakura",700000.0,current,"{'House': 'House', 'Bedroom': '3', 'Bathroom': '1', 'Land area': '400m', 'Garage': '1'}",https://www.realestate.co.nz/42434853/residential/sale/11-view-road-papakura,"https://mediaserver.realestate.co.nz/listings/42434853/012eab8c7b5cbfc1416fb4e8864e0716.crop.10x8.jpg?options=compress,blur",House,,3,,1,400m,1,,,,
2021-06-01,"11 Warren Avenue, Three Kings, Auckland City",1375000.0,cv,"{'House': 'House', 'Bedroom': '4', 'Bathroom': '3', 'Floor area': '225m', 'Garage': '2'}",https://www.realestate.co.nz/42432116/residential/sale/11-warren-avenue-three-kings,"https://mediaserver.realestate.co.nz/listings/42432116/7cba4105a931c2558dad3a7b3218ce97.crop.10x8.jpg?options=compress,blur",House,225m,4,,2,,3,,,,
2023-09-28T14:59:49,"11 Warren Avenue, Three Kings, Auckland City",1000000.0,current,"{'House': 'House', 'Bedroom': '4', 'Bathroom': '3', 'Floor area': '225m', 'Garage': '2'}",https://www.realestate.co.nz/42432116/residential/sale/11-warren-avenue-three-kings,"https://mediaserver.realestate.co.nz/listings/42432116/7cba4105a931c2558dad3a7b3218ce97.crop.10x8.jpg?options=compress,blur",House,225m,4,,2,,3,,,,
2015-06-30,"7 Tauhinu Road, Greenhithe, North Shore City",1250000.0,history,"{'House': 'House', 'Bedroom': '5', 'Bathroom': '3', 'Land area': '1100m', 'Title type': 'Freehold', 'Garage': '2'}",https://www.realestate.co.nz/42434677/residential/sale/7-tauhinu-road-greenhithe,"https://mediaserver.realestate.co.nz/listings/42434677/18dad149fbdf16fb00c3072d7ec6282f.crop.10x8.jpg?options=compress,blur",House,,5,Freehold,2,1100m,3,,,,
1993-12-09,"7 Tauhinu Road, Greenhithe, North Shore City",236000.0,history,"{'House': 'House', 'Bedroom': '5', 'Bathroom': '3', 'Land area': '1100m', 'Title type': 'Freehold', 'Garage': '2'}",https://www.realestate.co.nz/42434677/residential/sale/7-tauhinu-road-greenhithe,"https://mediaserver.realestate.co.nz/listings/42434677/18dad149fbdf16fb00c3072d7ec6282f.crop.10x8.jpg?options=compress,blur",House,,5,Freehold,2,1100m,3,,,,
1993-12-03,"7 Tauhinu Road, Greenhithe, North Shore City",236000.0,history,"{'House': 'House', 'Bedroom': '5', 'Bathroom': '3', 'Land area': '1100m', 'Title type': 'Freehold', 'Garage': '2'}",https://www.realestate.co.nz/42434677/residential/sale/7-tauhinu-road-greenhithe,"https://mediaserver.realestate.co.nz/listings/42434677/18dad149fbdf16fb00c3072d7ec6282f.crop.10x8.jpg?options=compress,blur",House,,5,Freehold,2,1100m,3,,,,
2021-06-01,"7 Tauhinu Road, Greenhithe, North Shore City",2050000.0,cv,"{'House': 'House', 'Bedroom': '5', 'Bathroom': '3', 'Land area': '1100m', 'Title type': 'Freehold', 'Garage': '2'}",https://www.realestate.co.nz/42434677/residential/sale/7-tauhinu-road-greenhithe,"https://mediaserver.realestate.co.nz/listings/42434677/18dad149fbdf16fb00c3072d7ec6282f.crop.10x8.jpg?options=compress,blur",House,,5,Freehold,2,1100m,3,,,,
2021-06-01,"7 Tauhinu Road, Greenhithe, North Shore City",1700000.0,cv,"{'House': 'House', 'Bedroom': '5', 'Bathroom': '3', 'Land area': '1100m', 'Title type': 'Freehold', 'Garage': '2'}",https://www.realestate.co.nz/42434677/residential/sale/7-tauhinu-road-greenhithe,"https://mediaserver.realestate.co.nz/listings/42434677/18dad149fbdf16fb00c3072d7ec6282f.crop.10x8.jpg?options=compress,blur",House,,5,Freehold,2,1100m,3,,,,
2023-10-04T00:08:38,"7 Tauhinu Road, Greenhithe, North Shore City",2000000.0,current,"{'House': 'House', 'Bedroom': '5', 'Bathroom': '3', 'Land area': '1100m', 'Title type': 'Freehold', 'Garage': '2'}",https://www.realestate.co.nz/42434677/residential/sale/7-tauhinu-road-greenhithe,"https://mediaserver.realestate.co.nz/listings/42434677/18dad149fbdf16fb00c3072d7ec6282f.crop.10x8.jpg?options=compress,blur",House,,5,Freehold,2,1100m,3,,,,
,"10 Makumaku Place, Long Bay, North Shore City",,,"{'Section': 'Section', 'Land area': '391m', 'Title type': 'Freehold'}",https://www.realestate.co.nz/42434946/residential/sale/10-makumaku-place-long-bay,"https://mediaserver.realestate.co.nz/listings/42434946/9cdb45fd9ccc2bcd471a3aec34232da0.crop.10x8.jpg?options=compress,blur",,,,Freehold,,391m,,,Section,,
2021-05-05,"17 Dedwood Terrace, Saint Marys Bay, Auckland City",3700000.0,history,"{'House': 'House', 'Bedroom': '3', 'Bathroom': '2', 'Land area': '304m', 'Title type': 'Freehold', 'Garage': '2'}",https://www.realestate.co.nz/42439498/residential/sale/3-285-west-tamaki-road-waiotaiki-bay,"https://mediaserver.realestate.co.nz/listings/42439498/7e004aa6827518c624e4e127a1b684ae.crop.10x8.jpg?options=compress,blur",House,,3,Freehold,2,304m,2,,,,
1998-12-31,"17 Dedwood Terrace, Saint Marys Bay, Auckland City",700000.0,history,"{'House': 'House', 'Bedroom': '3', 'Bathroom': '2', 'Land area': '304m', 'Title type': 'Freehold', 'Garage': '2'}",https://www.realestate.co.nz/42439498/residential/sale/3-285-west-tamaki-road-waiotaiki-bay,"https://mediaserver.realestate.co.nz/listings/42439498/7e004aa6827518c624e4e127a1b684ae.crop.10x8.jpg?options=compress,blur",House,,3,Freehold,2,304m,2,,,,
1998-10-31,"17 Dedwood Terrace, Saint Marys Bay, Auckland City",700000.0,history,"{'House': 'House', 'Bedroom': '3', 'Bathroom': '2', 'Land area': '304m', 'Title type': 'Freehold', 'Garage': '2'}",https://www.realestate.co.nz/42439498/residential/sale/3-285-west-tamaki-road-waiotaiki-bay,"https://mediaserver.realestate.co.nz/listings/42439498/7e004aa6827518c624e4e127a1b684ae.crop.10x8.jpg?options=compress,blur",House,,3,Freehold,2,304m,2,,,,
1993-03-19,"17 Dedwood Terrace, Saint Marys Bay, Auckland City",194000.0,history,"{'House': 'House', 'Bedroom': '3', 'Bathroom': '2', 'Land area': '304m', 'Title type': 'Freehold', 'Garage': '2'}",https://www.realestate.co.nz/42439498/residential/sale/3-285-west-tamaki-road-waiotaiki-bay,"https://mediaserver.realestate.co.nz/listings/42439498/7e004aa6827518c624e4e127a1b684ae.crop.10x8.jpg?options=compress,blur",House,,3,Freehold,2,304m,2,,,,
2021-06-01,"17 Dedwood Terrace, Saint Marys Bay, Auckland City",3600000.0,cv,"{'House': 'House', 'Bedroom': '3', 'Bathroom': '2', 'Land area': '304m', 'Title type': 'Freehold', 'Garage': '2'}",https://www.realestate.co.nz/42439498/residential/sale/3-285-west-tamaki-road-waiotaiki-bay,"https://mediaserver.realestate.co.nz/listings/42439498/7e004aa6827518c624e4e127a1b684ae.crop.10x8.jpg?options=compress,blur",House,,3,Freehold,2,304m,2,,,,
2023-10-11T13:48:23,"17 Dedwood Terrace, Saint Marys Bay, Auckland City",3250000.0,current,"{'House': 'House', 'Bedroom': '3', 'Bathroom': '2', 'Land area': '304m', 'Title type': 'Freehold', 'Garage': '2'}",https://www.realestate.co.nz/42439498/residential/sale/3-285-west-tamaki-road-waiotaiki-bay,"https://mediaserver.realestate.co.nz/listings/42439498/7e004aa6827518c624e4e127a1b684ae.crop.10x8.jpg?options=compress,blur",House,,3,Freehold,2,304m,2,,,,
,"3/285 West Tamaki Road, Waiotaiki Bay, Auckland City",,,"{'House': 'House', 'Bedroom': '5', 'Bathroom': '4', 'Land area': '276m', 'Title type': 'Freehold', 'Garage': '2'}",https://www.realestate.co.nz/42439419/residential/sale/17-dedwood-terrace-saint-marys-bay,"https://mediaserver.realestate.co.nz/listings/42439419/5b73e5b3a02b1edab06718e3727bab26.crop.10x8.jpg?options=compress,blur",House,,5,Freehold,2,276m,4,,,,
2014-05-31,"10 Voyager Drive, Gulf Harbour, Rodney",663000.0,history,"{'House': 'House', 'Bedroom': '4', 'Bathroom': '2', 'Floor area': '200m', 'Land area': '393m', 'Garage': '2'}",https://www.realestate.co.nz/42434063/residential/sale/10-voyager-drive-gulf-harbour,"https://mediaserver.realestate.co.nz/listings/42434063/13fae667b0b5b04174828e0935aee76d.crop.10x8.jpg?options=compress,blur",House,200m,4,,2,393m,2,,,,
2021-06-01,"10 Voyager Drive, Gulf Harbour, Rodney",1075000.0,cv,"{'House': 'House', 'Bedroom': '4', 'Bathroom': '2', 'Floor area': '200m', 'Land area': '393m', 'Garage': '2'}",https://www.realestate.co.nz/42434063/residential/sale/10-voyager-drive-gulf-harbour,"https://mediaserver.realestate.co.nz/listings/42434063/13fae667b0b5b04174828e0935aee76d.crop.10x8.jpg?options=compress,blur",House,200m,4,,2,393m,2,,,,
2023-10-03T11:44:35,"10 Voyager Drive, Gulf Harbour, Rodney",1075000.0,current,"{'House': 'House', 'Bedroom': '4', 'Bathroom': '2', 'Floor area': '200m', 'Land area': '393m', 'Garage': '2'}",https://www.realestate.co.nz/42434063/residential/sale/10-voyager-drive-gulf-harbour,"https://mediaserver.realestate.co.nz/listings/42434063/13fae667b0b5b04174828e0935aee76d.crop.10x8.jpg?options=compress,blur",House,200m,4,,2,393m,2,,,,
2016-04-30,"52 Richards Avenue, Forrest Hill, North Shore City",1350000.0,history,"{'House': 'House', 'Bedroom': '3', 'Bathroom': '1', 'Land area': '645m', 'Title type': 'Freehold', 'Garage': '1'}",https://www.realestate.co.nz/42435110/residential/sale/65-john-andrew-drive-warkworth,"https://mediaserver.realestate.co.nz/listings/42435110/f9a603d867906302e561124d2e1641d3.crop.10x8.jpg?options=compress,blur",House,,3,Freehold,1,645m,1,,,,
2012-02-29,"52 Richards Avenue, Forrest Hill, North Shore City",629000.0,history,"{'House': 'House', 'Bedroom': '3', 'Bathroom': '1', 'Land area': '645m', 'Title type': 'Freehold', 'Garage': '1'}",https://www.realestate.co.nz/42435110/residential/sale/65-john-andrew-drive-warkworth,"https://mediaserver.realestate.co.nz/listings/42435110/f9a603d867906302e561124d2e1641d3.crop.10x8.jpg?options=compress,blur",House,,3,Freehold,1,645m,1,,,,
2021-06-01,"52 Richards Avenue, Forrest Hill, North Shore City",1825000.0,cv,"{'House': 'House', 'Bedroom': '3', 'Bathroom': '1', 'Land area': '645m', 'Title type': 'Freehold', 'Garage': '1'}",https://www.realestate.co.nz/42435110/residential/sale/65-john-andrew-drive-warkworth,"https://mediaserver.realestate.co.nz/listings/42435110/f9a603d867906302e561124d2e1641d3.crop.10x8.jpg?options=compress,blur",House,,3,Freehold,1,645m,1,,,,
2023-10-11T12:42:51,"52 Richards Avenue, Forrest Hill, North Shore City",1800000.0,current,"{'House': 'House', 'Bedroom': '3', 'Bathroom': '1', 'Land area': '645m', 'Title type': 'Freehold', 'Garage': '1'}",https://www.realestate.co.nz/42435110/residential/sale/65-john-andrew-drive-warkworth,"https://mediaserver.realestate.co.nz/listings/42435110/f9a603d867906302e561124d2e1641d3.crop.10x8.jpg?options=compress,blur",House,,3,Freehold,1,645m,1,,,,
